grid_version,workload,SLA,best_E,best_R,selected_E,selected_R,exact_set_agreement,overlap,strict_mismatch,comparison,na_reason,selected_equal,selected_E_in_best_R,tie_only_mismatch,abstention,censored_best_set,incomplete_coverage,scores
G0,h105,S6,,"[0,1]",0,0,,[],,undefined,unknown full best set,,True,False,,True,True,"{""E"":{""-2"":{""C_lower"":0.7240773439,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0.7240773439,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0.7240773439,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0.512,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0.512,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":11.585237503,""C_upper"":11.585237503,""identified"":true,""C"":11.585237503},""-1"":{""C_lower"":28.7744353955,""C_upper"":28.7744353955,""identified"":true,""C"":28.7744353955},""0"":{""C_lower"":65.536,""C_upper"":65.536,""identified"":true,""C"":65.536},""1"":{""C_lower"":65.536,""C_upper"":65.536,""identified"":true,""C"":65.536},""2"":{""C_lower"":46.3409500118,""C_upper"":46.3409500118,""identified"":true,""C"":46.3409500118}}}"
G0,h106,S1,,[],,,,[],,undefined,unknown full best set,,,False,abstain_unknown,False,True,"{""E"":{""-2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""-1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""0"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0}}}"
G0,h106,S2,,[],,,,[],,undefined,unknown full best set,,,False,abstain_unknown,False,True,"{""E"":{""-2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""-1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""0"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0}}}"
G0,h106,S3,,[],,,,[],,undefined,unknown full best set,,,False,abstain_unknown,False,True,"{""E"":{""-2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""-1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""0"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0}}}"
G0,h106,S4,,[-2],-2,-2,,[],,undefined,unknown full best set,,True,False,,False,True,"{""E"":{""-2"":{""C_lower"":0.1076347412,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0.090509668,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0.064,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0.016,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0.016,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0.1522185107,""C_upper"":0.1522185107,""identified"":true,""C"":0.1522185107},""-1"":{""C_lower"":0.128,""C_upper"":0.128,""identified"":true,""C"":0.128},""0"":{""C_lower"":0.0987014929,""C_upper"":0.0987014929,""identified"":true,""C"":0.0987014929},""1"":{""C_lower"":0.064,""C_upper"":0.064,""identified"":true,""C"":0.064},""2"":{""C_lower"":0.016,""C_upper"":0.016,""identified"":true,""C"":0.016}}}"
G0,h106,S5,,[-2],-2,-2,,[],,undefined,unknown full best set,,True,False,,False,True,"{""E"":{""-2"":{""C_lower"":0.2248002765,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0.2199832701,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0.181019336,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0.181019336,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0.165995463,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0.2199832701,""C_upper"":0.2199832701,""identified"":true,""C"":0.2199832701},""-1"":{""C_lower"":0.181019336,""C_upper"":0.181019336,""identified"":true,""C"":0.181019336},""0"":{""C_lower"":0.165995463,""C_upper"":0.165995463,""identified"":true,""C"":0.165995463},""1"":{""C_lower"":0.1522185107,""C_upper"":0.1522185107,""identified"":true,""C"":0.1522185107},""2"":{""C_lower"":0.128,""C_upper"":0.128,""identified"":true,""C"":0.128}}}"
G0,h106,S6,,"[0,-1,-2]",0,0,,[],,undefined,unknown full best set,,True,False,,False,True,"{""E"":{""-2"":{""C_lower"":0.362038672,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0.362038672,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0.362038672,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0.362038672,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0.362038672,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0.512,""C_upper"":0.512,""identified"":true,""C"":0.512},""-1"":{""C_lower"":0.512,""C_upper"":0.512,""identified"":true,""C"":0.512},""0"":{""C_lower"":0.512,""C_upper"":0.512,""identified"":true,""C"":0.512},""1"":{""C_lower"":0.362038672,""C_upper"":0.362038672,""identified"":true,""C"":0.362038672},""2"":{""C_lower"":0.362038672,""C_upper"":0.362038672,""identified"":true,""C"":0.362038672}}}"
G0,w201,S1,,[],,,,[],,undefined,unknown full best set,,,False,abstain_unknown,False,True,"{""E"":{""-2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""-1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""0"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0}}}"
G0,w201,S2,,[],,,,[],,undefined,unknown full best set,,,False,abstain_unknown,False,True,"{""E"":{""-2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""-1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""0"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0}}}"
G0,w201,S3,,[],,,,[],,undefined,unknown full best set,,,False,abstain_unknown,False,True,"{""E"":{""-2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""-1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""0"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0}}}"
G0,w201,S4,,"[0,-1,1,-2,2]",0,0,,[],,undefined,unknown full best set,,True,False,,False,True,"{""E"":{""-2"":{""C_lower"":0.064,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0.064,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0.064,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0.064,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0.032,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0.064,""C_upper"":0.064,""identified"":true,""C"":0.064},""-1"":{""C_lower"":0.064,""C_upper"":0.064,""identified"":true,""C"":0.064},""0"":{""C_lower"":0.064,""C_upper"":0.064,""identified"":true,""C"":0.064},""1"":{""C_lower"":0.064,""C_upper"":0.064,""identified"":true,""C"":0.064},""2"":{""C_lower"":0.064,""C_upper"":0.064,""identified"":true,""C"":0.064}}}"
G0,w201,S5,,"[0,-1,1,-2,2]",0,0,,[],,undefined,unknown full best set,,True,False,,False,True,"{""E"":{""-2"":{""C_lower"":0.256,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0.256,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0.256,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0.064,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0.064,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0.256,""C_upper"":0.256,""identified"":true,""C"":0.256},""-1"":{""C_lower"":0.256,""C_upper"":0.256,""identified"":true,""C"":0.256},""0"":{""C_lower"":0.256,""C_upper"":0.256,""identified"":true,""C"":0.256},""1"":{""C_lower"":0.256,""C_upper"":0.256,""identified"":true,""C"":0.256},""2"":{""C_lower"":0.256,""C_upper"":0.256,""identified"":true,""C"":0.256}}}"
G0,w201,S6,,[1],0,1,,[],,undefined,unknown full best set,,False,False,,False,True,"{""E"":{""-2"":{""C_lower"":0.7240773439,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0.7240773439,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0.7240773439,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0.7240773439,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0.7240773439,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":4.096,""C_upper"":4.096,""identified"":true,""C"":4.096},""-1"":{""C_lower"":4.096,""C_upper"":4.096,""identified"":true,""C"":4.096},""0"":{""C_lower"":8.192,""C_upper"":8.192,""identified"":true,""C"":8.192},""1"":{""C_lower"":16.384,""C_upper"":16.384,""identified"":true,""C"":16.384},""2"":{""C_lower"":4.096,""C_upper"":4.096,""identified"":true,""C"":4.096}}}"
G0,w202,S1,,[],,,,[],,undefined,unknown full best set,,,False,abstain_unknown,False,True,"{""E"":{""-2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""-1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""0"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0}}}"
G0,w202,S2,,[],,,,[],,undefined,unknown full best set,,,False,abstain_unknown,False,True,"{""E"":{""-2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""-1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""0"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0}}}"
G0,w202,S3,,[],,,,[],,undefined,unknown full best set,,,False,abstain_unknown,False,True,"{""E"":{""-2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""-1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""0"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0}}}"
G0,w202,S4,,[-2],-1,-2,,[],,undefined,unknown full best set,,False,False,,False,True,"{""E"":{""-2"":{""C_lower"":0.090509668,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0.090509668,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0.064,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0.016,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0.016,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0.128,""C_upper"":0.128,""identified"":true,""C"":0.128},""-1"":{""C_lower"":0.090509668,""C_upper"":0.090509668,""identified"":true,""C"":0.090509668},""0"":{""C_lower"":0.090509668,""C_upper"":0.090509668,""identified"":true,""C"":0.090509668},""1"":{""C_lower"":0.016,""C_upper"":0.016,""identified"":true,""C"":0.016},""2"":{""C_lower"":0.016,""C_upper"":0.016,""identified"":true,""C"":0.016}}}"
G0,w202,S5,,"[0,-1,-2]",0,0,,[],,undefined,unknown full best set,,True,False,,False,True,"{""E"":{""-2"":{""C_lower"":0.181019336,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0.181019336,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0.181019336,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0.128,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0.128,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0.181019336,""C_upper"":0.181019336,""identified"":true,""C"":0.181019336},""-1"":{""C_lower"":0.181019336,""C_upper"":0.181019336,""identified"":true,""C"":0.181019336},""0"":{""C_lower"":0.181019336,""C_upper"":0.181019336,""identified"":true,""C"":0.181019336},""1"":{""C_lower"":0.128,""C_upper"":0.128,""identified"":true,""C"":0.128},""2"":{""C_lower"":0.128,""C_upper"":0.128,""identified"":true,""C"":0.128}}}"
G0,w202,S6,,"[-1,-2]",0,-1,,[],,undefined,unknown full best set,,False,False,,False,True,"{""E"":{""-2"":{""C_lower"":0.256,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0.256,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0.256,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0.256,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0.256,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0.512,""C_upper"":0.512,""identified"":true,""C"":0.512},""-1"":{""C_lower"":0.512,""C_upper"":0.512,""identified"":true,""C"":0.512},""0"":{""C_lower"":0.362038672,""C_upper"":0.362038672,""identified"":true,""C"":0.362038672},""1"":{""C_lower"":0.362038672,""C_upper"":0.362038672,""identified"":true,""C"":0.362038672},""2"":{""C_lower"":0.362038672,""C_upper"":0.362038672,""identified"":true,""C"":0.362038672}}}"
G0,w203,S1,[],[],,,,[],,undefined,reference no positive sampled service,,,False,abstain_no_safe,False,False,"{""E"":{""-2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""-1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""0"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0}},""R"":{""-2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""-1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""0"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0}}}"
G0,w203,S2,[],[],,,,[],,undefined,reference no positive sampled service,,,False,abstain_no_safe,False,False,"{""E"":{""-2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""-1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""0"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0}},""R"":{""-2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""-1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""0"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0}}}"
G0,w203,S3,[],[],,,,[],,undefined,reference no positive sampled service,,,False,abstain_no_safe,False,False,"{""E"":{""-2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""-1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""0"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0}},""R"":{""-2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""-1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""0"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0}}}"
G0,w203,S4,"[0,-1,-2]","[0,-1,1,-2,2]",0,0,False,"[-2,-1,0]",False,overlap_nonidentical,,True,True,False,,True,False,"{""E"":{""-2"":{""C_lower"":0.256,""C_upper"":0.256,""identified"":true,""C"":0.256},""-1"":{""C_lower"":0.256,""C_upper"":0.256,""identified"":true,""C"":0.256},""0"":{""C_lower"":0.256,""C_upper"":0.256,""identified"":true,""C"":0.256},""1"":{""C_lower"":0.128,""C_upper"":0.128,""identified"":true,""C"":0.128},""2"":{""C_lower"":0.090509668,""C_upper"":0.090509668,""identified"":true,""C"":0.090509668}},""R"":{""-2"":{""C_lower"":65.536,""C_upper"":65.536,""identified"":true,""C"":65.536},""-1"":{""C_lower"":65.536,""C_upper"":65.536,""identified"":true,""C"":65.536},""0"":{""C_lower"":65.536,""C_upper"":65.536,""identified"":true,""C"":65.536},""1"":{""C_lower"":65.536,""C_upper"":65.536,""identified"":true,""C"":65.536},""2"":{""C_lower"":65.536,""C_upper"":65.536,""identified"":true,""C"":65.536}}}"
G0,w203,S5,"[0,-1,1,-2,2]","[0,-1,1,-2,2]",0,0,True,"[-2,-1,0,1,2]",False,exact_set_agreement,,True,True,False,,True,False,"{""E"":{""-2"":{""C_lower"":2.048,""C_upper"":2.048,""identified"":true,""C"":2.048},""-1"":{""C_lower"":2.048,""C_upper"":2.048,""identified"":true,""C"":2.048},""0"":{""C_lower"":2.048,""C_upper"":2.048,""identified"":true,""C"":2.048},""1"":{""C_lower"":2.048,""C_upper"":2.048,""identified"":true,""C"":2.048},""2"":{""C_lower"":2.048,""C_upper"":2.048,""identified"":true,""C"":2.048}},""R"":{""-2"":{""C_lower"":65.536,""C_upper"":65.536,""identified"":true,""C"":65.536},""-1"":{""C_lower"":65.536,""C_upper"":65.536,""identified"":true,""C"":65.536},""0"":{""C_lower"":65.536,""C_upper"":65.536,""identified"":true,""C"":65.536},""1"":{""C_lower"":65.536,""C_upper"":65.536,""identified"":true,""C"":65.536},""2"":{""C_lower"":65.536,""C_upper"":65.536,""identified"":true,""C"":65.536}}}"
G0,w203,S6,"[0,-1,1,-2,2]","[0,-1,1,-2,2]",0,0,True,"[-2,-1,0,1,2]",False,exact_set_agreement,,True,True,False,,True,False,"{""E"":{""-2"":{""C_lower"":2.048,""C_upper"":2.048,""identified"":true,""C"":2.048},""-1"":{""C_lower"":2.048,""C_upper"":2.048,""identified"":true,""C"":2.048},""0"":{""C_lower"":2.048,""C_upper"":2.048,""identified"":true,""C"":2.048},""1"":{""C_lower"":2.048,""C_upper"":2.048,""identified"":true,""C"":2.048},""2"":{""C_lower"":2.048,""C_upper"":2.048,""identified"":true,""C"":2.048}},""R"":{""-2"":{""C_lower"":65.536,""C_upper"":65.536,""identified"":true,""C"":65.536},""-1"":{""C_lower"":65.536,""C_upper"":65.536,""identified"":true,""C"":65.536},""0"":{""C_lower"":65.536,""C_upper"":65.536,""identified"":true,""C"":65.536},""1"":{""C_lower"":65.536,""C_upper"":65.536,""identified"":true,""C"":65.536},""2"":{""C_lower"":65.536,""C_upper"":65.536,""identified"":true,""C"":65.536}}}"
G0,w204,S1,,[],,,,[],,undefined,unknown full best set,,,False,abstain_unknown,False,True,"{""E"":{""-2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""-1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""0"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0}}}"
G0,w204,S2,,[],,,,[],,undefined,unknown full best set,,,False,abstain_unknown,False,True,"{""E"":{""-2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""-1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""0"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0}}}"
G0,w204,S3,,[],,,,[],,undefined,unknown full best set,,,False,abstain_unknown,False,True,"{""E"":{""-2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""-1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""0"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""1"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0},""2"":{""C_lower"":0,""C_upper"":0,""identified"":true,""C"":0}}}"
G0,w204,S4,,"[0,-1,1,-2]",0,0,,[],,undefined,unknown full best set,,True,False,,False,True,"{""E"":{""-2"":{""C_lower"":0.064,""C_upper"":65.536,""identified"":false,""C"":null},""-1"":{""C_lower"":0.064,""C_upper"":65.536,""identified"":false,""C"":null},""0"":{""C_lower"":0.064,""C_upper"":65.536,""identified"":false,""C"":null},""1"":{""C_lower"":0.016,""C_upper"":65.536,""identified"":false,""C"":null},""2"":{""C_lower"":0.016,""C_upper"":65.536,""identified"":false,""C"":null}},""R"":{""-2"":{""C_lower"":0.064,""C_upper"":0.064,""identified"":true,""C"":0.064},""-1"":{""C_lower"":0.064,""C_upper"":0.064,""identified"":true,""C"":0.064},""0"":{""C_lower"":0.064,""C_upper"":0.064,""identified"":true,""C"":0.064},""1"":{""C_lower"":0.064,""C_upper"":0.064,""identified"":true,""C"":0.064},""2"":{""C_lower"":0.016,""C_upper"":0.016,""identified"":true,""C"":0.016}}}"
